song_name,artist,lyrics,emotion
Kenangan Manis,Pamungkas," 

 
Oh-oh, oh-oh-oh
Oh-oh, oh-oh
Oh-oh, oh-oh-oh
Oh-oh, oh

 
Tawa yang terlepas tanpa ada makna
Cerita lama yang selalu dibawa
Diam-diam hati ini mengerti
Teringat dan jadi ciri
Tentangmu
Tentangmu

 
'Tuk sementara sampai berjumpa
Bersama-sama bercanda lagi
Kenangan manis di hari ini
Jadi alasan untuk kembali

 
Oh-oh, oh-oh-oh
Oh-oh, oh-oh
Oh-oh
You might also like 
Semua mimpi tinggi dan segala drama, hmm
Dijadikan canda, dikeluh bersama
Terkadang-kadang mata bicara
Seakan-akan semua rahasia
Oh, kebodohan antara kita
Jadi kenangan manis

 
’Tuk sementara sampai berjumpa
Bersama-sama bercanda lagi
Kenangan manis di hari ini
Jadi alasan untuk kembali

'Tuk sementara sampai berjumpa
Bersama-sama bercanda lagi
Kenangan manis di hari ini
Jadi alasan untuk kembali

 
Kenangan manis sehari ini
Jadi alasan untuk kembali, yeah  
Jadi alasan untuk kembali  

 
Oh-oh, oh-oh-oh
Oh-oh, oh-oh
Oh-oh, oh-oh-oh
Oh, oh-oh",1
Pergi Untuk Kembali,Marcello Tahitoe," 
Walaupun langit pada malam itu
Bermandikan cahaya bintang
Bulan pun bersinar, betapa indahnya
Namun menambah kepedihan, oh-oh-oh

 
Ku akan pergi  
Meninggalkan dirimu
Menyusuri liku hidupku
Janganlah kau bimbang
Dan janganlah kau ragu
Berikanlah senyuman padaku

 
Selamat tinggal, kasih
Sampai kita jumpa lagi
Aku pergi takkan lama
Hanya sekejap saja
Ku akan kembali lagi
Asalkan engkau tetap menanti, yeah

 
Aku akan pergi  
Meninggalkan dirimu
Menyusuri liku hidupku
Janganlah kau bimbang  
Dan janganlah kau ragu
Berikanlah senyuman padaku  
You might also like 
Selamat tinggal, kasih
Sampai kita jumpa lagi  
Aku pergi takkan lama  
Hanya sekejap saja
Ku akan kembali lagi
Asalkan engkau tetap menanti

 
Menanti  
Aku pergi takkan lama
No
No, no, uh-uh
Oh, no, menanti
Asalkan engkau tetap menanti, uh-wo-ho
Asalkan engkau tetap menanti

 
Menanti
Menanti, uh-oh
Uh-uh, no, oh, menanti  
Uh, menanti
Huh-uh-uh-uh",0
Hitam Putih,Fourtwnty,"Bagai langit dan bumi
Yang tak pernah sealam
Bagai hitam dan putih
Yang tak pernah sewarna

Hanya kita yang merasakannya

Belajar melepaskan dirinya
Walau setengahku bersamanya
Ku yakin kita kan terbiasa
Walau inti jiwa tak terima

Bagai air dan api
Yang tak pernah senyawa
Bagai timur dan barat
Yang tak pernah searah

Belajar melepaskan dirinya
Walau setengahku bersamanya
Ku yakin kita kan terbiasa
Walau inti jiwa tak terima

Hooooo... Hooooo... Hooooo...
Hooooo... Hooooo...

Belajar melepaskan dirinyaa
Walau setengahku bersamanya
Ku yakin kita kan terbiasa
Walau inti jiwa tak terima
You might also likeTak terima, tak terima
Tak terima, tak terima
Tak terima, tak terima
Tak terima, tak terima",1
Ingkar,Tulus," 

 
Seiya menyudahi
Sekata pisah tak sama lagi
Bersama dihadapi
Engkau pun seperti
Tak enggan mengakhiri
'Ku dengan bunga baru
Jiwa sepimu diobatinya
Terus mencari celah
Berdua bicara topik mengada-ada
Ingkarkah kita?

 
Aku coba dengan yang baru
Kukira hilang bayangmu
Namun tiap dengan yang baru
Rasanya seperti 'ku berbohong dan curangimu

 
'Ku dengan bunga baru
Jiwa sepimu diobatinya
Terus mencari celah mengarang temu
Tuju mengada-ada
You might also like 
Aku coba dengan yang baru kukira
Hilang bayangmu
Namun tiap dengan yang baru
Rasanya seperti ku berbohong dan curangimu

 
Detik-detik terus menitik
Garis rindu menuju kamu
Jam demi jam terus menggeram
Rona rindumu pun kеpadaku
Mungkin kita butuhkan waktu
Atau berdua
Mengingkari hati
Detik-dеtik terus menitik
Kisah kita tidak bertitik

 
Aku coba dengan yang baru
Kukira hilang bayangmu
Namun tiap dengan yang baru
Rasanya seperti 'ku berbohong dan curangimu, ooh
Aku coba dengan yang baru kukira
Hilang bayangmu
Namun tiap dengan yang baru
Rasanya seperti 'ku berbohong dan curangimu
'Ku curangimu
Curangimu",1
Seluruh Nafas Ini,Last Child," 
Lihatlah luka ini
Yang sakitnya abadi
Yang terbalut hangatnya bekas pelukmu
Aku tak akan lupa
Tak akan pernah bisa
Tentang apa yang harus memisahkan kita

 
Di saat ku tertatih
Tanpa kau di sini
Kau tetap kunanti
Demi keyakinan ini

 
Jika memang dirimu lah tulang rusukku
Kau akan kembali pada tubuh ini
Ku akan tua dan mati, dalam pelukmu
Untukmu seluruh nafas ini

 
Kita telah lewati, rasa yang pernah mati
Bukan hal baru bila kau tinggalkan aku
Tanpa kita mencari, jalan untuk kembali
Takdir cinta yang menuntunmu kembali padaku
You might also like 
Disaat ku tertatih  
Tanpa kau disini  
Kau tetap kunanti
Demi keyakinan ini

 
Jika memang kau terlahir, hanya untukku
Bawalah hatiku dan lekas kembali
Kunikmati rindu yang datang membunuhku
Untukmu seluruh nafas ini

 
Dan ini yang terakhir  
Ini yang terakhir  
Takkan ku sia-siakan  
Hidupmu lagi

 
Ini yang terakhir  
Dan ini yang terakhir
Takkan ku sia-siakan
Hidupmu lagi
Wowoowooo..

 
Jika memang dirimulah tulang rusukku
 
Kau akan kembali pada tubuh ini
 
Ku akan tua dan mati, dalam pelukmu
Untukmu seluruh nafas ini
 
Jika memang kau terlahir, hanya untukku
Bawalah hatiku dan lekas kembali
Kunikmati rindu yang datang membunuhku
Untukmu seluruh nafas ini
Untukmu seluruh nafas ini
Untukmu seluruh nafas ini",0
Pilihan Yang Terbaik,Ziva Magnolya," 

 
Untuk apa terus memaksa
Bertahan hanya terluka
Rasa kita tak lagi sama
Tak lagi saling cinta

 
Memang kita telah lama
Namun apalah artinya
Cinta tapi tersiksa
Takkan nyaman jalannya

 
Jangan dipaksa
Bila semua telah berbeda
Untuk apa pertahankan
Jika kita tak sejalan
Jangan salahkan
Untuk semua kenangan
Perpisahan ini
Pilihan yang terbaik

 
Buat apa masih bertahan
Jika terus terluka
Nyatanya hati telah beda
Biarkan ku pergi tuk bahagia
You might also like 
Jangan dipaksa
Bila semua telah berbeda
Untuk apa pertahankan
Jika kita tak sejalan
Jangan salahkan
Untuk semua kenangan
Perpisahan ini
Pilihan yang terbaik

 
Untuk apa pertahankan
Jika kita tak sejalan
Jangan salahkan
Untuk semua kenangan
Perpisahan ini
Pilihan yang terbaik

 
Pilihan yang terbaik",0
Waktu Yang Salah,Fiersa Besari," 

 
Jangan tanyakan perasaanku
Jika kau pun tak bisa beralih
Dari masa lalu yang menghantuimu
Karena sungguh ini tidak adil
Bukan maksudku menyakitimu
Namun tak mudah 'tuk melupakan
Cerita panjang yang pernah aku lalui
Tolong yakinkan saja raguku

 
Pergi saja engkau pergi dariku
Biar kubunuh perasaan untukmu
Meski berat melangkah, hatiku hanya tak siap terluka
Beri kisah kita sedikit waktu
Semesta mengirim dirimu untukku
Kita adalah rasa yang tepat di waktu yang salah

 
Hidup memang sebuah pilihan
Tapi hati bukan 'tuk dipilih, oh
Bila hanya setengah dirimu hadir
Dan setengah lagi untuk dia
You might also like 
Pergi saja engkau pergi dariku
Biar kubunuh perasaan untukmu
Meski berat melangkah, hatiku hanya tak siap terluka
Beri kisah kita sedikit waktu
Semesta mengirim dirimu untukku
Kita adalah rasa yang tepat di waktu yang salah

 
Bukan ini yang ku mau
Lalu untuk apa kau datang?
Rindu tak bisa diatur
Kita tak pernah mengerti
Kau dan aku menyakitkan

 
Pergi saja engkau pergi dariku
Biar kubunuh perasaan untukmu
Meski berat melangkah, hatiku hanya tak siap terluka
Beri kisah kita sedikit waktu
Semesta mengirim dirimu untukku
Kita adalah rasa yang tepat di waktu yang salah
Di waktu yang salah",0
Kesempatan Kedua,Tangga," 

Sungguh ku sesali
Nyata cintamu kasih
Tak sempat terbaca hatiku
Malah terabai olehku

Lelah ku sembunyi
Tutupi maksud hati
Yang justru hidup karenamu
Dan bisa mati tanpamu

Reff:
Andai saja aku masih punya
Kesempatan kedua
Pasti akan ku hapuskan lukamu
Menjagamu, memberimu segenap cinta

Ku sadari tak selayaknya
Selalu penuh kecewa
Kau lebih pantas bahagia
Bahagia karena cintaku

Back to reff

Kau bawa bersamamu
Sebelah hatiku separuh jiwaku
Yang mampu sempurnakan aku
You might also likeBack to reff  ",0
Menjaga Hati,Yovie & Nuno,"Masih tertinggal bayanganmu
Yang telah membekas di relung hatiku
Hujan tanpa henti seolah pertanda
Cinta tak di sini lagi
Kau tlah berpaling

Reff:
Biarkan aku menjaga perasaan ini, ohh
Menjaga segenap cinta yang telah kau beri
Engkau pergi, aku takkan pergi
Kau menjauh, aku takkan jauh
Sebenarnya diriku masih mengharapkanmu

Masih adakah cahaya rindumu
Yang dulu selalu cerminkan hatimu
Aku takkan bisa menghapus dirimu
Meski ku lihat kini
Kau di seberang sana

Repeat reff

Andai akhirnya
Kau tak juga kembali
Aku tetap sendiri
Menjaga hati
You might also likeRepeat reff  

Sejujurnya diriku masih mengharapkanmu",0
Kita,Sheila On 7," 
Disaat kita bersama
Diwaktu kita tertawa menangis merenung, oleh cinta

 
Kau coba hapuskan rasa
Rasa dimana kau melayang jauh dari jiwaku, juga mimpiku

 
Biarlah biarlah, hariku dan harimu
Terbelenggu satu oleh ucapan manismu

 
Dan kau bisikkan kata cinta
Kau telah percikkan, rasa sayang
Pastikan kita seirama
Walau terikat, rasa hina

 
Sekilas kau tampak layu
Jika kau rindukan gelak tawa yang warnai
Lembar jalan kita

 
Reguk dan reguklah, mimpiku dan mimpimu
Terbelenggu satu, oleh ucapan janjimu
You might also like 
Dan kau bisikkan kata cinta
Kau telah percikkan, rasa sayang
Pastikan kita seirama
Walau terikat, rasa hina

 
Dan kau bisikkan kata cinta
Kau telah percikkan, rasa sayang
Akankah kita seirama
Walau terikat, rasa hina",1
Yang Terlewatkan,Sheila On 7," 
Ke mana kau s'lama ini
Bidadari yang kunanti
Kenapa baru sekarang
Kita dipertemukan

 
Sesal takkan ada arti
Karna semua tlah terjadi
Kini kau t'lah menjalani  
Sisa hidup dengannya

 
Mungkin salahku melewatkanmu
Tak mencarimu sepenuh hati
Maafkan aku
Kesalahanku melewatkanmu
Hingga kau kini dengan yang lain
Maafkan aku

 
Jika berulang kembali
Kau tak akan terlewati
Segenap hati kucari  
Di mana kau berada
You might also like 

 
Mungkin salahku melewatkanmu
Tak mencarimu sepenuh hati
Maafkan aku
Kesalahanku melewatkanmu
Hingga kau kini dengan yang lain
Maafkan aku

 
Walau 'ku terlambat
Kau tetap yang terhebat
Melihatmu  
Mendengarmu  
Kaulah yang terhebat4",1
Diam Tanpa Kata,D’MASIV," 
Kau diam tanpa kata
Kau seolah jenuh padaku
Ku ingin kau bicara
Katakan saja apa salahku

 
Sungguh aku tak mengerti
Apa yang telah terjadi dan
Ku tak Ingin engkau
Pergi jauh dari hidupku

 
Kau takkan pernah sadari
Betapaku mencintaimu
Kau yang selalu
Aku banggakan

 
Ku ingin kau bicara
Katakan saja apa maumu

 
Lihat aku coba kau mengerti
Ini semua bisa teratasi
Resapilah semua yang pernah
Kita lakukan
You might also like 
Kau takkan pernah sadari
Betapaku mencintaimu
Kau yang selalu
Aku banggakan

Kau takkan pernah mengerti
Betapaku menyayangimu
Kau yang selalu
Aku inginkan

 
Kau yang kuinginkan
Kau yang kubutuhkan
Kau yang kuharapkan

 
Kau takkan pernah sadari
Betapaku mencintaimu
Kau yang selalu
Aku banggakan

Kau takkan pernah mengerti
Betapaku menyayangimu
Kau yang selalu
Aku inginkan
Kau takkan pernah sadari
Betapaku mencintaimu
Kau yang selalu
Aku banggakan",0
My Heart,Acha Septriasa,"Disini kau dan Aku
Terbiasa Bersama
Menjalani Kasih Sayang
Bahagia Ku Dengan Mu...
Pernahkah Kau Menguntai
Hari Paling Indah
Ku Ukir Nama Kita Berdua
Disini Surga Kita
Bila Kita Mencintai Yang Lain
Mungkinkah Hati Ini Akan Tegar


Sebisa Mungkin Tak Akan Pernah
Sayang Ku Akan Hilang
If you love somebody
Could we be this strong
I will fight to win
Our love will conquer all
Wouldn't risk my love
Even just one night
Our love will stay in my heart
My heart

Pernahkah Kau Menguntai
Hari Paling Indah
Ku Ukir Nama Kita Berdua
Disini Surga Kita
Bila KIta Mencintai Yang Lain
Mungkinkah Hati Ini Akan Tegar
Sebisa Mungkin Tak Akan Pernah
Sayang Ku Akan Hilang..
You might also likeIf you love somebody
Could we be this strong
I will fight to win
Our love will conquer all
Wouldn't risk my love
Even just one night
Our love will stay in my heart
My heart
Pernahkah kau menguntai
Hari paling indah
Ku ukir nama kita berdua
Disini surga kita

Bila kita mencintai yg lain
Mungkin kah hati ini akan tegar
Sebisa mungkin tak akan pernah
Sayang ku akan hilang

Bila kita mencintai yg lain
Mungkin kah hati ini akan tegar
Sebisa mungkin tak akan pernah
Sayang ku akan hilang

If you love somebody
Could we be this strong
I will fight to win
Our love will conquer all
Wouldn't risk my love
Even just one night
Our love will stay in my heart
My heart",1
Serana,For Revenge," 

 
Di setiap masa yang telah kulewati
Meluap bersama kisah tak terganti
Senja mulai membiru menunggu yang berlalu
Haru air mata menyela iringi rindunya

 
Jika kumerasa sepi
Kembalilah ke tempatku menanti
Sebelum waktu menuntut mati

 
 
 
 

 
Beritahu aku cara melupakanmu
Seperti kau ajarkanku dewasa
Beritahu aku cara merelakanmu
Seperti kau ajarkanku bahagia

 
You might also like 
Biarkanku menepi jika kau akan kembali
Dan yakinkanku bahwa kau t'lah temukan yang kau cari
Izinkanku membenci pada sang pengganti
Dan yakinkanku bahwa kau t'lah temukan yang kau cari

 
Beritahu aku cara melupakanmu
Seperti kau ajarkanku dewasa
Beritahu aku cara merelakanmu
Seperti kau ajarkanku bahagia
Beritahu aku cara melupakanmu
Seperti kau ajarkanku dewasa
Beritahu aku cara merelakanmu
Seperti kau ajarkanku untuk selalu sempurna",0
Rindu Dalam Hati,Arsy Widianto," 
Kadang hati
Berharap ku terbangun
Dari sebuah mimpi
Ini bukan kenyataan
Namun adanya tak ada di sini
Kau meninggalkanku
Karena kesalahanku

 
Mungkin ingin bertemu masih ada
Ingin memeluk masih ada
Sayang kini tak bisa
Kau telah memilihnya
Mungkin saat hatiku masih sayang
Salahku memutus cinta
Kini ku menyesal
Rindu hanya di dalam hati

 
Andaikan aku tak tergesa
Memutuskanmu karena egoku
Hati ini tak akan begini
Setiap ingat dirimu
Rasanya ingin kembali
You might also like 
Mungkin ingin bertemu masih ada
Ingin memeluk masih ada
Sayang kini tak bisa
Kau telah memilihnya
Mungkin saat hatiku masih sayang
Salahku memutus cinta
Dan kini ku menyesal
Rindu hanya di dalam hati

 
Ingin memutar waktu
Ingin mengulang lagi
Aku tak bisa berpaling lagi
Begitu juga aku
Jauh di relung hati
Sungguh tak mampu
'Tuk berpindah cinta

 
Mungkin ingin bertemu masih ada
Ingin memeluk masih ada
Sayang kini tak bisa
Kau telah memilihnya
Mungkin saat hatiku masih sayang
Salahku memutus cinta
Dan kini ku menyesal
Rindu hanya di dalam hati
Sayang kini tak bisa
Kau telah memilihnya
Mungkin saat hatiku masih sayang
Salahku memutus cinta
Dan kini ku menyesal
Rindu hanya di dalam hati
 
Rindu hanya di dalam hati
Di hati kau tetap terindah
Selalu di hati",1
Ternyata Hanya Kamu,Brisia Jodie,"Stevan Pasaribu & Brisia Jodie - Ternyata Hanya Kamu Lirik

Ingin ku ulang kembali
Kisah kita
Cerita yang tlah terjadi
Cinta kita

Semua yang telah terbagi indah denganmu
Dahulu membuatku mengerti cintamu

DOWNLOAD DI SINI

Ternyata hanya kamu tempat untuk hatiku
Takkan lagi aku mencari karena hanya kamu

Selama jauh darimu aku pun mengerti
Penuh hatiku denganmu takkan pernah terganti

 

Semua yang tlah terbagi indah denganmu
Dahulu membuatku mengerti cintamu

Ternyata hanya kamu tempat untuk hatiku
Takkan lagi aku mencari karena hanya kamu
You might also likeKembali bersamaku takkan ada yang lain
Hanya denganmu ku bahagia ku kembali berlabuh di sisimu

 

Hanya kamu tempat untuk hatiku
Tak kan lagu ku mencari
Kembali bеrsamaku

Ternyata hanya kamu tempat untuk hatiku
Takkan lagi aku mencari karеna hanya kamu
Kembali bersamaku takkan ada yang lain
Hanya denganmu ku bahagia ku kembali berlabuh di sisimu

Telah utuh kau dan aku",1
Kusut,Fourtwnty," 
Tolong jauhkan nafsuku
Dari pesona hawamu
Aku terjangkit dan sakit
Terjebak di ruang sempit

 
Membiru indraku
Susah payahku melepasmu
Terlihat ku palsu
Tanpa rasamu menjamahku
Tanpa ragamu disampingku

 
Mungkin bukanlah wujudmu
Ranjang ternyaman bagiku
Henti bergumam hati
Cabutlah biar tak kusut

 
Membiru indraku
Susah payahku melepasmu
Terlihat ku palsu
Tanpa rasamu menjamahku
Tanpa ragamu disampingku
Tanpa eratmu menggenggamku
Tanpa arahmu lagi
You might also like 
Menuntunku lagi
Menuntunku lagi
Menuntunku lagi1",0
Desember,Efek Rumah Kaca," 

 
Selalu ada yang bernyanyi dan berelegi
Di balik awan hitam
Semoga ada yang menerangi sisi gelap ini
Menanti seperti pelangi setia
Menunggu hujan reda

 
Aku selalu suka sehabis
Hujan di bulan Desember
Di bulan Desember

 
Selalu ada yang bernyanyi dan berelegi
Di balik awan hitam
Semoga ada yang menerangi sisi gelap ini
Menanti seperti pelangi setia
Menunggu hujan reda

 
Aku selalu suka sehabis
Hujan di bulan Desember
Di bulan Desember
You might also like 

 
Sampai nanti ketika hujan tak lagi meneteskan
Duka meretas luka sampai hujan
Memulihkan luka

 
Aku selalu suka sehabis
Hujan di bulan Desember
Di bulan Desember
Karena aku selalu suka sehabis
Hujan di bulan Desember
Di bulan Desember

 
Seperti pelangi, setia
Menunggu hujan reda",0
Bukan Dia Tapi Aku,Judika,"Berulang kali kau menyakiti
Berulang kali kau khianati
Sakit ini coba pahami
Ku punya hati bukan tuk disakiti

Ku akui sungguh beratnya
Meninggalkanmu yang dulu pernah ada
Namun harus aku lakukan
Karena ku tahu ini yang terbaik

Ku harus pergi meninggalkan kamu
Yang telah hancurkan aku
Sakitnya, sakitnya, oh sakitnya

Ku akui sungguh beratnya
Meninggalkanmu yang dulu pernah ada
Namun harus aku lakukan
Karena ku tahu ini yang terbaik

Ku harus pergi meninggalkan kamu
Yang telah hancurkan aku
Sakitnya, sakitnya, oh sakitnya

Cintaku lebih besar dari cintanya
Mestinya kau sadar itu
Bukan dia, bukan dia, tapi aku
You might also likeBegitu beratnya ini
Hingga ku harus mengalah

Pergi meninggalkanmu
Yang telah hancurkan aku
Sakitnya, sakitnya, oh sakitnya

Cintaku cintaku
Lebih besar dari benciku
Cukup aku yang rasakan
Jangan dia jangan dia
Jangan dia jangan dia cukup aku
Jangan dia jangan dia cukup aku
Jangan dia",0
Kembali Ke Awal,Glenn Fredly,"Sengaja daku
Memberi ruang bagimu
Untuk memahami waktu

Tak ingin daku
Mengulangi cara yang sama
'Tuk mengerti tentang kita
Jangan paksakan bila rindu hilang makna
Mencari serpihan rasa percaya yang sirna
'Tuk kembali ke awal

Berikan ku alasan
Untuk tetap bersamamu
Setelah lelah berharap
Berjarak dengan waktu
Semoga mendewasakan
Arti rasa satu itu
Berkaca kau dan aku

Tak ingin daku
Mengulangi cara yang sama
'Tuk mengerti tentang kita
Jangan paksakan bila rindu hilang makna
Mencari serpihan rasa percaya yang sirna
'Tuk kembali ke awal
You might also likeBerikan ku alasan
Untuk tetap bersamamu
Setelah lelah berharap
Berjarak dengan waktu
Semoga mendewasakan
Arti rasa satu itu
Berkaca kau dan aku

Jalan kita memang penuh liku
Berharap kepastian kan ada
'Tuk kembali ke awal

Berikan ku alasan
Untuk tetap bersamamu
Setelah lelah berharap
Berjarak dengan waktu
Semoga mendewasakan
Arti rasa satu itu
Berkaca kau dan aku

Berkaca kau dan aku
Kembali ke awal",1
Terlalu Lama,Vierra," 
Sudah lama ku menanti dirimu
Tak tahu sampai kapankah
Sudah lama kita bersama-sama
Tapi segini sajakah

 
Entah sampai kapan
Entah sampai kapan

 
Hari ini ku akan menyatakan cinta
Nyatakan cinta
Aku tak mau menunggu terlalu lama
Terlalu lama

 
Sadarkah kau, ku adalah wanita
Aku tak mungkin memulai
Sadarkah kau, kau menggantung diriku
Aku tak mau menunggu

 
Entah sampai kapan
Entah sampai kapan
You might also like 
Hari ini ku akan menyatakan cinta
Nyatakan cinta
Aku tak mau menunggu terlalu lama
Terlalu lama

 

 
Hari ini ku akan menyatakan cinta
Nyatakan cinta
Aku tak mau menunggu terlalu lama
Terlalu lama

Hari ini ku akan menyatakan cinta
Nyatakan cinta
Aku tak mau menunggu terlalu lama
Terlalu lama",0
"Tentang Aku,Kau dan Dia",Kangen Band,"Selayaknya engkau tahu
Betapa ku mencintaimu
Kau tenangkanku dari mimpi burukku

Selayaknya kau mengerti
Betapa engkau ku kagumi
Kau telah tinggal di dalam palung hati

Betapa hancur hatiku
Melihat engkau bersamanya
Namun ku mencoba tuk tegar menghadapinya

Jangan kau menangis lagi
Tak sanggup aku melihatnya
Sekarang kau pilih diriku atau dirinya

Kau tuliskan cerita tentang engkau dan dia
Yg membuat hatiku semakin terluka
Sudah usai sudah cerita engkau dan aku
Ku anggap sebagai bingkisan kalbu

Ku tulis cerita tentang aku dan dia
Sehingga membuatmu terluka
Sudah usai sudah, jangan menangis lagi
Kurasa sampailah di sini
You might also likeKau tuliskan cerita tentang engkau dan dia
Yg membuat hatiku semakin terluka
Sudah usai sudah cerita engkau dan aku
Ku anggap sebagai bingkisan kalbu",0
Cinta Ini Membunuhku,D’MASIV," 
Kau membuat ku berantakan
Kau membuat ku tak karuan
Kau membuat ku tak berdaya
Kau menolakku, acuhkan diriku

Bagaimana caranya untuk
Meruntuhkan kerasnya hatimu
Kusadari ku tak sempurna
Ku tak seperti yang kau inginkan

 
Kau hancurkan aku dengan sikapmu
Tak sadarkah kau telah menyakitiku
Lelah hati ini meyakinkanmu
Cinta ini membunuhku

 
Bagaimana caranya untuk
Meruntuhkan kerasnya hatimu
Kusadari ku tak sempurna
Ku tak seperti yang kau inginkan

 
Kau hancurkan aku dengan sikapmu
Tak sadarkah kau telah menyakitiku
Lelah hati ini meyakinkanmu
Cinta ini membunuhku
You might also like 

 
Kau hancurkan aku dengan sikapmu
Tak sadarkah kau telah menyakitiku
Lelah hati ini meyakinkanmu
Cinta ini membunuhku

 
Lelah hati ini meyakinkan mu
Cinta ini, membunuh ku",1
Semua Tentangmu,Vierra," 
Semua tentangmu
Selalu membekas di hati ini
Cerita cinta kita berdua akan selalu

Semua kenangan tak mungkin bisa
 
Takkan mungkin kubiarkan cinta kita berakhir

 
Ku tak rela
Ku tak ingin kau lepaskan semua
Ikatan tali cinta
Yang t'lah kita buat selama ini

 
Semua tentangmu
Selalu membekas di hati ini
Cerita cinta kita berdua akan selalu

Semua kenangan tak mungkin bisa
 
Takkan mungkin kubiarkan cinta kita berakhir

 
Ku tak rela
Ku tak ingin kau lepaskan semua
Ikatan tali cinta
Yang t'lah kita buat selama ini
You might also like 
Aku di sini
Selalu menanti
Ku takkan letih menunggumu

Aku di sini  
Selalu menanti  
Ku takkan letih menunggumu  

 
Ku tak rela
Ku tak ingin kau lepaskan semua
Ikatan tali cinta
Yang t'lah kita buat selama ini

Ku tak rela
Ku tak ingin kau lepaskan semua
Ikatan tali cinta
Yang t'lah kita buat selama ini",1
Kisah Tak Sempurna,SAMSONS," 

Aku memang tak berhati besar
Untuk memahami hatimu disana
Aku memang tak berlapang dada

Untuk menyadari kau bukan milikku lagi

Dengar, dengarkan aku
Aku akan bertahan
Sampai kapanpun
Sampai kapanpun

Maafkan aku yang tak sempurna tuk dirimu
Usailah sudah
Kisah yang tak sempurna untuk kita
Kenang

Andai aku dapat merelakan
Setiap kepingan butiran kenangan indah
Andai aku sanggup menjalani
Setiap detik dan waktu mendatang
Dan, ooh...

Dengar, dengarkan aku
Aku akan bertahan
Sampai kapanpun
Sampai kapanpun
You might also likeMaafkan aku yang tak sempurna tuk dirimu
Usailah sudah
Kisah yang tak sempurna untuk kita
Kenang

Dengar, dengarkan aku
Aku akan bertahan
Sampai kapanpun
Sampai kapanpun

Maafkan aku yang tak sempurna tuk dirimu
Usailah sudah
Kisah yang tak sempurna untuk kita
Kenang
Kenang
Kenang
Kisah yang tak sempurna untuk kita
Kenang",1
Pelan Pelan Saja,Kotak," 

 
Kutahu kamu pasti rasa
Apa yang kurasa
Kutahu cepat atau lambat
Kamu 'kan mengerti
Hati bila dipaksakan
Pasti takkan baik

 
Pantasnya kamu mencintai
Yang juga cintai dirimu
Cinta kamu

 
Lepaskanlah ikatanmu dengan aku
Biar kamu senang
Bila berat melupakan aku
Pelan-pelan saja

 
Tak ada
Niat menyakiti
Inilah hatiku
You might also like 
Pantasnya kamu mencintai
Yang juga cintai dirimu
Cinta kamu

 
Lepaskanlah ikatanmu dengan aku
Biar kamu senang
Bila berat melupakan aku
Pelan-pelan saja

 
Ah
Ooh-ooh
Pelan-pelan saja

 
Lepaskanlah ikatanmu dengan aku
Biar kamu senang
Bila berat melupakan aku
Pelan-pelan saja
Pelan-pelan saja

 
(Lepaskan aku
Lepaskan aku
Lepaskan aku)
Pelan-pelan saja",1
Terlanjur Cinta,Rossa,"Waktu bergulir lambat
Merantai langkah perjalanan kita
Berjuta cerita terukir dalam
Menjadi sebuah dilema
Mengertikah engkau perasaanku tak terhapuskan

Malam menangis
Tetes embun membasahi mata hatiku
Mencoba bertahan di atas
Puing-puing cinta yang telah rapuh
Apa yang ku genggam tak mudah untuk aku lepaskan

Aku terlanjur cinta kepadamu
Dan tlah kuberikan sluruh hatiku
Tapi mengapa baru kini kau pertanyakan cintaku
Aku pun tak mengerti yang terjadi
Apa salah dan kurangku padamu
Kini terlambat sudah untuk dipersalahkan
Karna skali cinta aku tetap cinta

Mencoba bertahan di atas
Puing-puing cinta yang telah rapuh
Apa yang ku genggam tak mudah untuk aku lepaskan

Aku terlanjur cinta kepadamu
Dan tlah kuberikan sluruh hatiku
Tapi mengapa baru kini kau pertanyakan cintaku
Kini terlambat sudah untuk dipersalahkan
Karna skali cinta aku tetap cintaYou might also like",0
Terakhir,Sufian Suhaimi," 
Mengapakah kita selalu berjauh hati
Selalu sendiri dan terasa hati
Apakah kita tak sehaluan lagi
Berat bagiku, berat bagiku
Apakah salahku kau buatku begini
Selalu sendiri, tinggal sendiri
Cinta yang ku pinta kau balas dengan dusta
Berat bagiku

 
Melepaskanmu
Bukan mudah bagiku untuk melalui semua ini
Pabila kenangan kita mengusik jiwa dan hati
Kala malam tidurku tak lena mengenangkan mu
Ku cuba pertahankan
Separuh jiwaku hilang ikut terbang bersamamu
Episod cinta hitamku kini berulang kembali
Berulang kembali menguasai diriku ini

 
Oh, Tuhan
Ku mahu yang terbaik
Terbaik buatku
Insan kerdil ini
Oh, Tuhan
Noktahkan kehilangan ini
Munculkan dia
Dia terakhir buatku
You might also like 
Melepaskanmu
Bukan mudah bagiku untuk melalui semua ini
Pabila kenangan kita mengusik jiwa dan hati
Kala malam tidurku tak lena mengenangkan mu
Ku cuba pertahankan
Separuh jiwaku hilang ikut terbang bersamamu
Episod cinta hitamku kini berulang kembali
Berulang kembali menguasai diriku ini

 
Oh, Tuhan
Ku mahu yang terbaik
Terbaik buatku
Insan kerdil ini
Oh, Tuhan
Noktahkan kehilangan ini
Munculkan dia
Dia terakhir buatku

 
Dan buat dirinya",0
